 0.620	25.60
 0.630	25.40
 0.640	25.43
 0.650	25.61
 0.660	25.59
 0.670	26.00
 0.680	26.16
 0.690	26.40
 0.700	26.54
 0.710	26.61
 0.720	27.42
 0.730	27.21
 0.740	27.80
 0.750	27.66
 0.760	27.71
 0.770	28.23
 0.780	28.24
 0.790	28.73
 0.800	29.43
 0.810	29.45
 0.820	30.01
 0.830	30.15
 0.840	30.08
 0.850	30.64
 0.860	30.54
 0.870	30.27
 0.880	30.81
 0.890	31.13
 0.900	31.35
 0.910	31.93
 0.920	31.97
 0.930	31.79
 0.940	31.83
 0.950	31.61
 0.960	31.60
 0.970	32.07
 0.980	31.76
 0.990	32.40
 1.000	32.83
 1.010	31.30
 1.020	31.24
 1.030	31.65
 1.040	32.28
 1.050	32.85
 1.060	32.88
 1.070	31.83
 1.080	30.60
 1.090	30.21
 1.100	30.59
 1.110	31.50
 1.120	32.49
 1.130	32.88
 1.140	32.98
 1.150	33.13
 1.160	33.09
 1.170	32.91
 1.180	32.73
 1.190	32.38
 1.200	31.85
 1.210	31.24
 1.220	30.88
 1.230	30.74
 1.240	30.82
 1.250	30.92
 1.260	30.96
 1.270	31.02
 1.280	31.01
 1.290	30.98
 1.300	31.03
 1.310	31.06
 1.320	31.08
 1.330	31.05
 1.340	30.99
 1.350	30.98
 1.360	30.98
 1.370	31.07
 1.380	31.28
 1.390	31.55
 1.400	31.73
 1.410	31.80
 1.420	31.90
 1.430	32.08
 1.440	32.43
 1.450	32.93
 1.460	33.52
 1.470	34.17
 1.480	34.70
 1.490	34.99
 1.500	35.31
 1.510	35.79
 1.520	36.29
 1.530	36.35
 1.540	36.07
 1.550	35.90
 1.560	35.97
 1.570	36.27
 1.580	36.89
 1.590	37.48
 1.600	37.99
 1.610	38.35
 1.620	38.43
 1.630	38.25
 1.640	37.92
 1.650	37.67
 1.660	37.54
 1.670	37.46
 1.680	37.56
 1.690	37.87
 1.700	38.20
 1.710	38.48
 1.720	38.81
 1.730	39.24
 1.740	39.74
 1.750	40.33
 1.760	40.89
 1.770	41.18
 1.780	41.04
 1.790	40.59
 1.800	40.14
 1.810	39.78
 1.820	39.53
 1.830	39.41
 1.840	39.54
 1.850	39.75
 1.860	39.82
 1.870	39.95
 1.880	40.17
 1.890	40.27
 1.900	40.23
 1.910	39.95
 1.920	39.44
 1.930	38.96
 1.940	38.54
 1.950	38.33
 1.960	38.49
 1.970	38.88
 1.980	39.32
 1.990	39.48
 2.000	39.38
 2.010	39.36
 2.020	39.53
 2.030	39.59
 2.040	39.41
 2.050	39.25
 2.060	39.16
 2.070	39.01
 2.080	38.94
 2.090	39.04
 2.100	39.06
 2.110	38.84
 2.120	38.52
 2.130	38.21
 2.140	38.00
 2.150	37.92
 2.160	37.97
 2.170	38.24
 2.180	38.40
 2.190	38.41
 2.200	38.28
 2.210	38.01
 2.220	37.84
 2.230	37.75
 2.240	37.53
 2.250	37.24
 2.260	37.04
 2.270	37.04
 2.280	37.37
 2.290	37.98
 2.300	38.58
 2.310	38.82
 2.320	38.64
 2.330	38.20
 2.340	37.87
 2.350	37.74
 2.360	37.76
 2.370	37.83
 2.380	37.89
 2.390	38.04
 2.400	38.31
 2.410	38.61
 2.420	38.67
 2.430	38.40
 2.440	38.04
 2.450	37.82
 2.460	37.82
 2.470	38.04
 2.480	38.39
 2.490	38.58
 2.500	38.60
 2.510	38.55
 2.520	38.51
 2.530	38.61
 2.540	38.62
 2.550	38.56
 2.560	38.51
 2.570	38.50
 2.580	38.61
 2.590	38.75
 2.600	38.89
 2.610	38.97
 2.620	38.90
 2.630	38.80
 2.640	38.53
 2.650	38.26
 2.660	38.06
 2.670	37.97
 2.680	37.97
 2.690	37.96
 2.700	38.01
 2.710	38.07
 2.720	38.09
 2.730	38.15
 2.740	38.17
 2.750	38.07
 2.760	37.99
 2.770	37.96
 2.780	37.95
 2.790	38.00
 2.800	38.14
 2.810	38.27
 2.820	38.27
 2.830	38.25
 2.840	38.14
 2.850	38.00
 2.860	37.95
 2.870	37.99
 2.880	38.09
 2.890	38.17
 2.900	38.21
 2.910	38.27
 2.920	38.27
 2.930	38.33
 2.940	38.34
 2.950	38.26
 2.960	38.19
 2.970	38.15
 2.980	38.14
 2.990	38.17
 3.000	38.19
 3.050	39.43
 3.100	39.77
 3.150	40.78
 3.200	41.34
 3.250	41.48
 3.300	42.26
 3.350	43.69
 3.400	44.94
 3.450	45.49
 3.500	46.24
 3.550	46.51
 3.600	46.65
 3.650	47.92
 3.700	46.64
 3.750	46.70
 3.800	46.17
 3.850	45.57
 3.900	45.99
 3.950	46.37
 4.000	45.47
 4.050	46.08
 4.100	45.96
 4.150	46.11
 4.200	47.30
 4.250	46.82
 4.300	46.74
 4.350	47.15
 4.400	46.97
 4.450	46.80
 4.500	47.64
 4.550	46.87
 4.600	46.77
 4.650	47.33
 4.700	46.69
 4.750	48.10
 4.800	48.21
 4.850	49.47
 4.900	50.01
 4.950	50.60
 5.000	49.80
 5.050	50.43
 5.100	49.59
 5.150	49.04
 5.200	47.27
 5.250	46.35
 5.300	45.78
 5.350	46.25
 5.400	45.63
 5.450	45.67
 5.500	45.33
 5.550	45.57
 5.600	45.57
 5.650	46.06
 5.700	45.57
 5.750	45.93
 5.800	45.85
 5.850	45.98
 5.900	45.71
 5.950	45.49
 6.000	44.66
